,ymd,taavg,tamin,tamax,wsavg,wsmax,wdmax,hmavg,hmmin,evs,evl,catotavg,psavg,psmax,psmin,sdmax,tdavg,siavg,ssavg
3785,2019-03-01,4.2,-3.1,12.8,0.9,3,WSW,58,21,,,,1022.5,1024.7,1020.3,,-4.7,,.8
3786,2019-03-02,5,-3.5,14.6,0.7,3,W,56.3,21,,,6.5,1019.9,1023.6,1016.5,,-4.2,,.6
3787,2019-03-03,6.5,-2.1,14.6,0.7,2,E,51.4,20,,,5.1,1013.6,1018,1010.2,,-4.1,,.5
3788,2019-03-04,8.1,2.2,15.9,0.9,3,W,52.4,25,,,3.4,1014.2,1019.8,1011,,-1.7,,.7
3789,2019-03-05,6.7,-.9,13.4,1,3,WSW,61.5,33,,,5.5,1020.8,1022.9,1019.2,,-.6,,.5
3790,2019-03-06,7.7,.8,13.8,1,3,NNW,58.4,28,,,,1016.2,1020.3,1013,,-.8,,.4
3791,2019-03-07,5.8,.7,13,1.1,5,WSW,67,32,,,3.6,1019.7,1024.3,1015.3,,-.6,,.5
3792,2019-03-08,4.7,-3,13.8,1,3,SSW,54.6,17,,,0,1025.4,1027.5,1023,,-5.5,,.8
3793,2019-03-09,5.1,-3.3,14.6,0.8,2,WNW,50.3,16,,,4.1,1022.6,1026.2,1018.7,,-6.2,,.7
3794,2019-03-10,7.1,1.2,13.3,1.2,5,E,50.3,17,,,8.4,1014.2,1020.2,1011.2,,-3.6,,
3795,2019-03-11,4.9,-2.1,10.1,1.3,3,SW,70.4,43,,,5.8,1009.9,1012.4,1007.5,,-.3,,.2
3796,2019-03-12,4,-1,8.9,2.3,6,WSW,72.4,49,,,,1012.1,1017.5,1008.7,,-1.1,,0
3797,2019-03-13,1.6,-4.9,8.6,2.8,7,W,45.6,18,,,1.4,1020.9,1025,1017.5,,-10.1,,.7
3798,2019-03-14,3.3,-5.4,9.9,1.4,4,W,48.3,18,,,5,1023.9,1026.9,1021.7,,-7.6,,.6
3799,2019-03-15,4.7,.2,12.1,1.5,6,WSW,69.9,21,,,6,1018.6,1022.3,1013.6,,-.7,,.5
3800,2019-03-16,4.5,.8,8.4,1.2,3,W,70.4,49,,,7.8,1021.1,1023.5,1018.2,,-.8,,.2
3801,2019-03-17,4.9,-.1,11.7,1.4,5,WSW,61,30,,,2.5,1023.8,1025.5,1021.6,,-3.4,,.6
3802,2019-03-18,5.1,-3.7,14.4,1.1,4,W,51.8,14,,,6.5,1020.8,1025.4,1016.7,,-5.5,,.7
3803,2019-03-19,8.6,-.8,18.6,0.8,3,SW,51.8,14,,,,1017.7,1019.8,1014.8,,-2.4,,.8
3804,2019-03-20,9.6,2.9,17,1.2,5,E,73,36,,,9.4,1011.1,1019.7,1001.5,,4.7,,.1
3805,2019-03-21,8.3,2.7,12,2.9,6,W,81.5,58,,,7.8,1008.7,1017.1,1000.8,,4.8,,.1
3806,2019-03-22,4.1,-.4,9.5,2.6,5,WSW,54,29,,,3.1,1019.8,1022.6,1017,,-5.1,,.7
3807,2019-03-23,1.1,-3.5,8.3,1.2,6,W,70.8,38,,,2.5,1021.9,1024.1,1018.2,,-3.9,,.5
3808,2019-03-24,3.2,-4.4,10.3,1.9,4,WNW,57.7,27,,,0.1,1022.1,1024.7,1018.4,,-5.3,,.9
3809,2019-03-25,5.5,-2.4,14.3,1.3,4,W,64.1,39,,,4,1018.5,1022.1,1015.1,,-1.1,,.4
3810,2019-03-26,8.4,0,18,1.3,4,W,54.8,17,,,,1018.1,1020.3,1016.5,,-1.9,,.6
3811,2019-03-27,12.7,3.5,19.7,2.9,7,WSW,53,21,,,6.6,1013.2,1018.6,1009,,2.5,,.7
3812,2019-03-28,11.5,6.9,16.5,1.5,4,W,49.9,18,,,,1013.5,1015.5,1011.1,,-.6,,.6
3813,2019-03-29,10.3,3.9,16.7,1.4,6,W,39.8,25,,,4.8,1013.8,1015.7,1011.6,,-3,,.7
3814,2019-03-30,5.3,2,10.8,2.4,7,W,71.3,42,,,9.3,1013.8,1015.2,1009.4,,.2,,.2
3815,2019-03-31,3.7,1.2,6.9,3.2,6,W,60.7,36,,,6.4,1019.9,1023.5,1014.9,,-3.8,,.2
3816,2019-04-01,3.3,-3.5,10,1.9,6,WSW,48.1,19,,,2.4,1023.1,1024.8,1020.8,,-8,,.7
3817,2019-04-02,4.8,-3.6,13,1.9,5,WSW,46.9,19,,,3,1023.3,1025.3,1019.9,,-7,,.9
3818,2019-04-03,5.8,-2.8,14.3,1.8,6,W,43.4,16,,,0,1023.9,1026.6,1020.6,,-7.3,,.9
3819,2019-04-04,7.9,-2.4,18.4,1.7,6,W,39.4,17,,,0.1,1018.6,1024.1,1013.6,,-6.6,,.9
3820,2019-04-05,9.6,2.3,18.4,2,6,W,41.6,19,,,4.1,1010.6,1014.8,1006.5,,-4.4,,.5
3821,2019-04-06,9,.6,16.8,0.9,3,N,39.5,13,,,6.4,1012.6,1015.1,1009.4,,-4.9,,.3
3822,2019-04-07,12.9,6.5,20.3,1,3,W,39.3,12,,,5.1,1010.2,1012.5,1006.7,,-2.4,,.6
3823,2019-04-08,11.2,3.2,19.2,2,6,WSW,34.1,12,,,4,1015.1,1019.9,1011.2,,-5.9,,.8
3824,2019-04-09,9.3,3.5,14.8,3.7,7,E,43.8,17,,,8.4,1017.1,1020.5,1012.5,,-4,,.1
3825,2019-04-10,6.8,4,9.3,1.4,5,ESE,76,63,,,7.9,1012.9,1016,1010.9,,2.7,,0
3826,2019-04-11,8.3,2.2,15.1,1.2,4,W,69.5,28,,,8.9,1015.9,1017.8,1013.6,,2.3,,.4
3827,2019-04-12,10.6,3.7,17.8,1.4,5,W,48.8,21,,,3.3,1018.6,1021.3,1016.4,,-1.3,,.8
3828,2019-04-13,10.5,1.3,18.5,1.3,4,W,45.4,18,,,5.3,1020.1,1023.1,1017,,-2.9,,.7
3829,2019-04-14,8.4,3.5,13.3,1.8,6,W,60.7,33,,,6.8,1016,1019.2,1012.3,,1.2,,.2
3830,2019-04-16,12.3,.9,23.1,1.2,4,W,41.6,12,,,4.5,1017.7,1021.4,1014.4,,-3.5,,.7
3831,2019-04-17,14.8,5.4,24,1.3,4,WNW,41.4,12,,,2.1,1012.7,1016.5,1008.6,,-.4,,.8
3832,2019-04-18,14.2,6.6,19.7,1.8,5,WSW,63,41,,,6.1,1012.1,1014.4,1009.6,,6.8,,.4
3833,2019-04-19,12,9,14.5,2.1,5,E,67.8,52,,,7.1,1017.4,1019,1014.3,,5.8,,.2
3834,2019-04-20,14.1,4.5,22.5,1.4,4,W,60.3,34,,,4.5,1015.2,1018.9,1011.4,,5.9,,.7
3835,2019-04-21,16.5,12.5,21.3,1.6,3,SW,68.9,48,,,8.4,1013.5,1015.1,1011.8,,10.3,,.3
3836,2019-04-22,18.8,7.8,28.7,1.5,5,SE,55.9,24,,,1.4,1015,1017.3,1012,,8.1,,.8
3837,2019-04-23,18.7,12.1,24.7,1.4,4,SSE,60.9,33,,,9.1,1013,1016.4,1010.7,,10.1,,.2
3838,2019-04-24,18.1,14.6,23.5,0.9,3,W,82.2,55,,,7.1,1006.8,1011.3,1004,,14.7,,.2
3839,2019-04-25,14.5,11.3,17.7,2.8,6,E,77.1,53,,,8.8,1007.8,1009,1006,,10.1,,0
3840,2019-04-26,9.2,5.8,12.6,1.2,3,ENE,87.3,66,,,8.6,1013.3,1019.8,1007.9,,6.9,,
3841,2019-04-27,10.6,4,17.8,1,3,SSW,65.4,28,,,6.6,1021.6,1024.7,1019.1,,2.9,,.6
3842,2019-04-28,11.4,7.8,16,0.8,2,WSW,69.3,45,,,9.3,1021.3,1023.8,1018.5,,5.7,,.2
3843,2019-04-29,11.7,6,17.2,0.8,3,E,76.9,46,,,8.9,1014.8,1020.5,1011.6,,7.4,,.1
3844,2019-04-30,15.8,9.2,23.7,1.2,4,WSW,69.8,40,,,4.9,1008.8,1012.2,1005.3,,9.8,,.7
3845,2019-05-01,14.9,7.6,22.5,1.7,5,W,62.5,35,,,2.3,1006.8,1009.2,1003,,6.9,,.7
3846,2019-05-02,15.3,6.4,24.1,1.8,6,W,50,19,,,0.4,1012.2,1015.7,1008.4,,2.7,,.8
3847,2019-05-03,16.2,4.6,27.7,1.3,4,WNW,47.4,13,,,0.6,1016.9,1018.9,1014,,2.7,,.8
3848,2019-05-04,17.2,7.4,27.1,1.1,3,W,55,21,,,4.3,1018.4,1020.9,1015.3,,6.3,,.7
3849,2019-05-05,18,9.7,27.8,1.4,5,W,44.5,9,,,4.6,1016,1019.1,1012.3,,2.2,,.8
3850,2019-05-06,13.9,7.4,19.7,1.9,5,W,43.1,12,,,3.3,1016.1,1018.3,1013.3,,-.9,,.7
3851,2019-05-07,13.1,2.7,22.5,1.7,5,W,45,14,,,0,1016.7,1019.6,1012.8,,-.9,,.8
3852,2019-05-08,14.8,3.7,23.4,2,5,W,43.6,24,,,6.1,1013,1017.1,1008.8,,1.4,,.7
3853,2019-05-09,15.9,8.6,23.6,1.8,5,WSW,43.9,18,,,3.3,1011.3,1013.7,1008.5,,1.7,,.8
3854,2019-05-10,16.7,4.4,28.3,1.1,3,WNW,47,17,,,2.5,1013.3,1015.7,1010.1,,3.9,,.8
3855,2019-05-11,19.4,10.5,29,1,3,WSW,56,20,,,2.6,1013.6,1015.6,1011,,8.8,,.7
3856,2019-05-12,20,10.6,28.1,1.6,5,SW,48.2,20,,,2.5,1015.6,1017,1013.4,,6.4,,.8
3857,2019-05-13,19.3,11.3,26.8,1.2,4,WNW,43.8,15,,,8.6,1014.5,1017.2,1010.9,,5.5,,.4
3858,2019-05-14,19.2,11.1,27.1,1.2,3,WSW,56.3,26,,,3.1,1013.1,1015,1010.7,,9.4,,.8
3859,2019-05-15,19.6,11.8,28.2,1.1,4,W,59.5,29,,,4.3,1013.2,1015.7,1010.3,,10.6,,.6
3860,2019-05-16,21.3,13.8,29.7,1.2,3,WSW,55.6,22,,,3.5,1012.2,1014.1,1009.6,,10.6,,.7
3861,2019-05-17,22.2,14.1,28.5,1.3,3,SW,53.7,32,,,8.4,1012.6,1014.9,1010.7,,11.7,,.3
3862,2019-05-18,20,16.4,24.5,2.8,5,ENE,63.5,47,,,7.8,1012.7,1014.2,1011.3,,12.8,,.2
3863,2019-05-19,20.9,19.2,25.6,1.7,3,ESE,72.2,54,,,,1009.3,1013.7,1005.3,,15.5,,0
3864,2019-05-20,16.7,8.8,21,2.9,7,W,59.9,31,,,,1005.7,1009.4,1002.1,,7.5,,.4
3865,2019-05-21,16,5.9,24.6,2.4,7,W,51.4,19,,,,1006.4,1009.5,1003.2,,4.4,,.8
3866,2019-05-22,18.1,7.7,27.9,2.2,6,WSW,48.2,15,,,0.3,1006.3,1008,1003.6,,4.6,,.8
3867,2019-05-23,19.5,9.5,29.7,1.5,4,WSW,51,19,,,,1008.9,1010.7,1007,,8.1,,.9
3868,2019-05-24,22.6,10.8,33.5,1.2,3,SW,56.1,28,,,0.8,1011.3,1013.1,1008.7,,12.4,,.8
3869,2019-05-25,22.6,15.2,30.3,1.1,3,N,53.7,26,,,,1015.4,1016.6,1012.3,,11,,.6
3870,2019-05-26,23.1,13.8,33,1.4,4,WSW,48.1,19,,,5.4,1013.9,1017.6,1010.3,,9.9,,.6
3871,2019-05-27,19,15.3,23.4,2.6,5,W,78.1,32,,,,1005.3,1012.3,1001.2,,15,,
3872,2019-05-28,17,10,24.3,1.7,5,W,55.8,22,,,,1011,1013,1007.6,,6.7,,.7
3873,2019-05-29,18.5,8.3,27.4,2,6,WSW,49.4,23,,,0.6,1010.1,1012.1,1007,,5.8,,.9
3874,2019-05-30,19.2,9.1,26.6,1.9,5,SW,51.9,32,,,6.6,1011.5,1013.4,1008.7,,8.3,,.5
3875,2019-05-31,18.7,13.5,25,1.9,5,WSW,57.3,34,,,4.6,1010.3,1013.1,1007.3,,9.1,,.7
3876,2019-06-01,17.8,9.5,24.3,1.3,3,W,64.8,41,,,5.6,1010.4,1012.4,1008.5,,10.5,,.8
3877,2019-06-02,20.7,12.8,28.8,1.3,4,W,56.6,21,,,2,1007.4,1010,1004.4,,10,,.8
3878,2019-06-03,21.4,11.9,29.8,1.2,4,N,53.6,30,,,0.3,1008,1010,1005.1,,10.8,,.8
3879,2019-06-04,23.3,14.8,31.7,1.5,3,WSW,58,26,,,1.9,1008.8,1011,1005.9,,13.3,,.8
3880,2019-06-05,23.1,15,32,1.1,4,WSW,65.4,28,,,2.8,1011.3,1012.6,1009.9,,15,,.7
3881,2019-06-06,21.9,17.7,27.7,1.4,5,SE,77.2,47,,,8.8,1009.9,1013.2,1005.1,,16.9,,0
3882,2019-06-07,18.8,17,22.7,2.1,5,ESE,84.3,61,,,8.6,1002.8,1008,999.4,,15.9,,.1
3883,2019-06-08,21.1,14,27.5,1.2,3,WSW,69.4,42,,,6.4,1007.9,1010,1006.2,,14.5,,.7
3884,2019-06-09,21.9,16.7,27.9,1.5,4,SSW,65.3,38,,,6.5,1005.2,1008.1,1002.2,,14,,.6
3885,2019-06-10,18.8,14.6,23.5,1.7,5,E,65.1,45,,,8.4,1007.3,1009.1,1005.4,,11.6,,.2
3886,2019-06-11,19.3,14.6,25.1,1.3,3,E,58.5,38,,,5.3,1008.7,1010.2,1006.7,,10.7,,.6
3887,2019-06-12,20.4,12.1,27.9,1.4,3,WSW,66.6,37,,,2,1010.2,1011.8,1008,,13.1,,.8
3888,2019-06-13,22.4,14.4,30,1.2,3,NNW,65.1,35,,,2.8,1009.4,1012.2,1006.5,,14.4,,.8
3889,2019-06-14,20.8,17.1,24.8,1,2,SSW,70.4,49,,,9,1005.3,1008.9,1002.9,,14.6,,.1
3890,2019-06-15,20.4,14.4,27.7,1.8,6,NNW,73.8,44,,,5,1000,1003.4,996,,15.1,,.7
3891,2019-06-16,20.5,13.3,27,1,3,N,68.5,40,,,5.6,1006.8,1010.3,1002.7,,13.8,,.5
3892,2019-06-17,22,17.3,27.3,1.7,4,WSW,63.5,43,,,4.6,1011.6,1012.8,1010.2,,14.2,,.7
3893,2019-06-18,20.2,16.7,24.4,1.2,3,WSW,80.6,56,,,8.9,1010.8,1013.5,1008.7,,16.4,,.1
3894,2019-06-19,21.4,18.8,25.2,0.8,3,W,81.5,60,,,8.3,1007.6,1009.4,1005.7,,17.8,,0
3895,2019-06-20,22.7,16.8,28.5,1.1,3,W,70.8,46,,,7.3,1006.8,1008.3,1004.5,,16.5,,.4
3896,2019-06-21,23,19.2,28.1,1.5,5,E,66.1,47,,,3.6,1005.6,1007.1,1003.4,,15.8,,.5
3897,2019-06-22,23.2,18,29.2,2.1,4,ENE,51.9,33,,,4.9,1006.2,1007.6,1004.1,,12.1,,.6
3898,2019-06-23,21.8,14.3,28.6,1.5,4,E,58.1,36,,,2.4,1008.2,1009.6,1006.7,,12.6,,.6
3899,2019-06-24,23.5,17.4,30.2,1.5,3,W,60.3,38,,,4.1,1012,1015,1009.6,,14.5,,.7
3900,2019-06-25,24.5,15.6,32.8,1.2,3,W,56.9,32,,,2.1,1014,1016.8,1011,,14.4,,.8
3901,2019-06-26,22.2,18.7,25.8,1.4,4,SE,74.8,48,,,9,1009,1013.3,1004.8,,17.5,,.1
3902,2019-06-27,23.9,20.2,29,0.9,3,WSW,81.3,60,,,7.5,1000.7,1004.8,998.6,,20.3,,.2
3903,2019-06-28,24.9,21.2,30.1,1.2,4,ENE,80.4,57,,,8.1,1001.4,1002.7,999.5,,21.1,,.1
3904,2019-06-29,22.1,19.2,26.1,1,3,E,85.9,62,,,9.6,998.4,1002.2,995,,19.4,,
3905,2019-06-30,23.6,19.6,28.5,1.6,4,WNW,79.6,58,,,7.5,1000.7,1003.5,996.4,,19.7,,.3
3906,2019-07-01,24,21.3,27.6,1.8,4,WSW,68.8,50,,,7.1,1005.3,1007.8,1003.1,,17.5,,.2
3907,2019-07-02,23,15.8,29.6,1.3,3,WSW,65.3,42,,,3.3,1008.9,1010.1,1007.4,,15.6,,.6
3908,2019-07-03,23,15.3,29.1,1.1,3,W,68.1,48,,,5.6,1007.9,1011.3,1004.8,,16.3,,.5
3909,2019-07-04,24.6,16.5,32.7,1.3,4,WSW,63.4,35,,,3,1006.1,1008.5,1003.4,,16,,.8
3910,2019-07-05,26,16.6,34.9,1.2,4,SSW,53.6,28,,,6.1,1003,1006.4,999.9,,14.9,,.6
3911,2019-07-06,26.8,18.8,33.9,2.2,5,ENE,52.3,29,,,0.4,1004.4,1007.3,1002.3,,15,,.8
3912,2019-07-07,24.7,18.3,31,2.2,6,E,54.8,34,,,6.4,1007.5,1008.8,1005.4,,14.1,,.5
3913,2019-07-08,23.2,18.2,29.2,2.1,6,ENE,58,40,,,7.1,1007.7,1009.5,1006,,14.1,,.5
3914,2019-07-09,23,16.1,29,1.9,5,ENE,60.1,39,,,5.1,1006.8,1008.4,1004.7,,14.3,,.4
3915,2019-07-10,21.2,18.3,25.2,2.4,5,ENE,72.4,54,,,8.5,1007,1008.2,1005.3,,15.9,,.1
3916,2019-07-11,21.3,18.7,26,0.9,3,W,90.2,68,,,6.3,1004.1,1005.9,1002.9,,19.5,,
3917,2019-07-12,22.7,19.2,28.2,1.7,4,W,77.4,50,,,7.1,1006.2,1008.4,1004.2,,18.2,,.2
3918,2019-07-13,23.7,19.6,28.5,1,2,WSW,75.1,51,,,7.6,1002,1005.6,998.7,,18.6,,.2
3919,2019-07-14,24.5,19.8,31.5,1.6,6,SE,76,41,,,5.6,1002.4,1005.4,1000.7,,19.5,,.5
3920,2019-07-15,23.1,21.2,28.7,1.1,3,WSW,87.2,60,,,7.1,1007.4,1010.4,1005.3,,20.8,,.1
3921,2019-07-16,24.4,20.2,30.3,1,3,SSW,78.1,49,,,6.9,1010.8,1012.1,1009.3,,19.8,,.4
3922,2019-07-17,25.4,21.6,29.7,1.4,3,E,72,53,,,8.3,1011.2,1012.8,1009.3,,19.7,,.3
3923,2019-07-18,25.2,21.2,30.7,1.3,4,SSE,76.3,53,,,7.5,1009,1011.4,1006.7,,20.1,,.4
3924,2019-07-19,26.5,22.1,31.2,1.6,4,ESE,74.2,57,,,8.3,1006.8,1008.8,1005.9,,21.3,,.3
3925,2019-07-20,25.8,23.5,28.4,3.7,5,E,79.8,67,,,10,1000.9,1006.4,998,,22,,0
3926,2019-07-21,24.5,22.7,26.1,1.6,4,ESE,90.2,82,,,8.3,1002.1,1006.1,997.5,,22.7,,
3927,2019-07-22,26.3,24,30.8,1,3,W,82.4,62,,,7,1006.2,1007.4,1004.7,,22.9,,.2
3928,2019-07-23,27.6,23.7,33.2,1,3,W,79.5,55,,,6.8,1005.1,1007.5,1002,,23.5,,.4
3929,2019-07-24,26.4,25,28.3,0.8,2,WSW,84.1,73,,,8,1004.7,1005.8,1003.5,,23.4,,
3930,2019-07-25,25.4,24.3,27.7,0.8,3,SSE,93.3,81,,,8.8,1005.1,1006.5,1004.2,,24.3,,0
3931,2019-07-26,25.9,24.2,28.1,0.6,4,W,92.1,77,,,9.1,1004.3,1005.3,1003.1,,24.5,,0
3932,2019-07-27,27.5,24.2,33.4,0.9,4,SSW,85.5,58,,,6.6,1005.9,1007.9,1004.3,,24.7,,.4
3933,2019-07-28,26,24.2,27.9,0.8,3,WNW,92.1,76,,,9.1,1009,1010.5,1007.3,,24.4,,
3934,2019-07-29,27.4,23.3,32.2,1.3,4,W,79.5,58,,,6.4,1009.6,1011,1007.9,,23,,.4
3935,2019-07-30,28.1,24.2,32.6,1.3,3,SW,76.8,60,,,6.1,1007.8,1009.4,1005.5,,23.5,,.2
3936,2019-07-31,28.7,26,32.4,1.9,4,SW,73.4,62,,,6.5,1009.5,1011.4,1008.1,,23.3,,.2
3937,2019-08-01,28.3,24.8,32.5,1.1,3,WSW,77.1,59,,,6.8,1011.7,1013.2,1009.7,,23.9,,.4
3938,2019-08-02,28.5,23.6,34.4,1.1,3,WSW,75.2,46,,,2.3,1011.5,1013.6,1008.8,,23.2,,.7
3939,2019-08-03,28.6,23.7,34.1,,2,NE,78.8,53,,,6.5,1010.9,1012.1,1009.1,,24.2,,.4
3940,2019-08-04,28.7,24.2,34.7,1,3,NNE,77.4,53,,,4.1,1010.5,1012,1008.9,,24,,.6
3941,2019-08-05,29.9,24.5,35.5,0.9,3,ENE,73.5,47,,,3.6,1009.4,1011.8,1007.1,,24.1,,.7
3942,2019-08-06,28.7,24.7,33.6,1.8,4,N,68.9,49,,,8,1006.8,1009.4,1004.6,,21.9,,.5
3943,2019-08-07,25.8,22.6,31.2,1.3,4,WSW,88.8,65,,,7.3,1005,1007.5,1002.2,,23.7,,.1
3944,2019-08-08,27,24.1,32.5,0.9,3,WSW,86.5,57,,,7.3,1008.5,1009.9,1007.3,,24.3,,.3
3945,2019-08-09,28.2,23.2,34.2,1.1,3,SW,78.2,51,,,4.9,1007.6,1009.6,1005.5,,23.4,,.7
3946,2019-08-10,29.3,24.1,35.2,1.9,4,E,69.7,41,,,4,1006.1,1007.8,1004.2,,22.4,,.8
3947,2019-08-11,29.3,24.5,33.7,3.1,6,E,62.2,47,,,7,1002.8,1006.8,1000.4,,21.2,,.6
3948,2019-08-12,29.6,27.5,32.8,2.3,6,E,68.1,59,,,8,1001,1002.5,999.6,,23,,.3
3949,2019-08-13,29.8,24.2,34.7,1.4,4,E,68.5,52,,,4.4,1002.5,1003.7,1000.7,,22.9,,.6
3950,2019-08-14,29.2,23.2,34.6,1.6,4,ENE,68.3,52,,,5.9,999.8,1003.2,997,,22.4,,.7
3951,2019-08-15,24.9,22.8,28,1,3,NNW,88.4,65,,,8.1,992.5,997,989.6,,22.7,,0
3952,2019-08-16,25.3,22.5,29.6,1.6,5,W,84.4,62,,,6,995.8,1000.5,991.3,,22.1,,.3
3953,2019-08-17,24.6,21.7,30.1,1.6,6,WSW,82.2,58,,,6.4,1001.9,1004.9,998.7,,21,,.4
3954,2019-08-18,23.6,19.7,29,0.9,3,W,79.6,51,,,3.3,1007.3,1009.3,1004.8,,19.3,,.5
3955,2019-08-19,24.3,18.8,30.7,0.7,2,NE,77.6,50,,,4.5,1009.6,1011,1007.9,,19.7,,.7
3956,2019-08-20,25.7,21.2,31,1.5,4,E,70,48,,,3.6,1010.2,1011.6,1008.6,,19.4,,.7
3957,2019-08-21,25.9,19.8,31.3,1,3,WSW,73.5,56,,,6.8,1008.7,1010.3,1007.1,,20.9,,.6
3958,2019-08-22,25.8,21.5,30.4,1.1,4,W,78.2,54,,,7,1006.4,1008.1,1004.2,,21.2,,.3
3959,2019-08-23,24.3,19.2,29.8,1.6,4,WSW,69.5,37,,,6.1,1008.5,1010.3,1006.8,,17.6,,.5
3960,2019-08-24,21.6,18.5,25,0.6,2,SW,82.5,67,,,7.6,1011.2,1012.5,1009.7,,18.3,,0
3961,2019-08-25,23.3,18.4,29.1,1.1,3,WSW,74.8,42,,,3.9,1013.1,1014.3,1011.3,,17.7,,.7
3962,2019-08-26,24.1,17.6,30.8,1,3,SW,70.8,40,,,4.4,1012.2,1014.7,1009.8,,17.8,,.6
3963,2019-08-27,22.7,20.3,26.9,0.9,3,ENE,83.6,63,,,8.6,1008,1011.5,1005.6,,19.6,,.2
3964,2019-08-28,23.6,20.5,28.4,0.9,4,SSW,83.9,61,,,7.5,1007,1008.6,1004.9,,20.6,,.2
3965,2019-08-29,21.8,17.9,26.8,0.9,4,WNW,86.5,63,,,7.5,1006.8,1008,1004.7,,19,,0
3966,2019-08-30,21.6,17.2,27.4,1.7,5,W,76.5,43,,,5.6,1009.2,1011.9,1007.4,,16.6,,.4
3967,2019-08-31,21.8,16.6,27.4,1.2,4,WSW,76.4,51,,,4.4,1013.9,1016.5,1011.7,,16.9,,.6
3968,2019-09-01,21.8,16.8,26.7,0.7,3,NW,82.9,61,,,7.9,1017.2,1018.4,1015.7,,18.5,,.2
3969,2019-09-02,22.3,18.2,27.6,0.8,3,E,82.1,55,,,8,1016.9,1018.4,1014.6,,18.7,,.2
3970,2019-09-03,21.7,19.7,23.5,1.4,4,E,90.2,82,,,10,1015.8,1017.1,1014.2,,19.9,,
3971,2019-09-04,23,20.6,27.2,1.7,4,E,89,73,,,10,1013.5,1015.4,1011.8,,21.1,,0
3972,2019-09-05,24,21.5,30.5,1,4,E,88.5,62,,,9.3,1012.2,1013.8,1009.5,,21.7,,.2
3973,2019-09-06,25.7,21.6,29.9,1.6,4,ESE,82.5,66,,,9.8,1009.3,1012.1,1006.5,,22.1,,.2
3974,2019-09-07,27.2,21.3,30.7,4,8,E,70.3,58,,,7.1,1000.3,1007.4,994.1,,21.1,,.1
3975,2019-09-08,24.3,20.7,28.5,0.6,2,W,85,62,,,9.3,1008.6,1010.3,1007.1,,21.4,,.1
3976,2019-09-09,23.7,22.2,25.7,0.8,3,E,92.1,75,,,9.8,1010.8,1012.1,1009.6,,22.2,,
3977,2019-09-10,26.1,22.2,31.5,1.4,3,E,80,47,,,7,1011.8,1013.6,1010.2,,22.3,,.4
3978,2019-09-11,22.9,21.3,26.3,1.5,5,E,86.2,72,,,6.6,1014.8,1017.3,1011.8,,20.3,,
3979,2019-09-12,20.6,16.7,22.3,1.4,3,ESE,74.5,63,,,8.6,1017.4,1019.1,1016.2,,15.6,,
3980,2019-09-13,20.8,14.3,27.7,1.2,4,E,74.3,48,,,3,1014.3,1016.8,1011.4,,15.6,,.9
3981,2019-09-14,21.1,16.2,25.7,0.6,2,N,81.8,57,,,8.8,1012.1,1013.6,1010.1,,17.8,,.1
3982,2019-09-15,23.6,19.3,29,1.2,4,E,77.8,54,,,7.4,1010.5,1012.4,1007.8,,18.9,,.5
3983,2019-09-16,22.9,18.1,29.5,1.4,3,E,65.8,38,,,4.9,1010.9,1013.5,1008.9,,15.6,,.7
3984,2019-09-17,21,13.8,28.1,1.4,4,NE,64.2,39,,,3.6,1015,1016.9,1012.9,,13.6,,.8
3985,2019-09-18,20.7,13.7,27.7,1.3,5,W,65.7,28,,,1.5,1016.1,1018.7,1013.8,,12.8,,.9
3986,2019-09-19,17.9,11.1,25.3,0.9,3,NNE,73.4,42,,,4.1,1018.4,1020.9,1015.9,,12.5,,.7
3987,2019-09-20,18.7,14.1,24.5,1.1,4,E,71,39,,,9.6,1018,1020.1,1016.6,,12.9,,.2
3988,2019-09-21,16.9,14.8,20.2,1.1,4,E,86.6,73,,,10,1019.7,1020.6,1018.6,,14.4,,
3989,2019-09-22,16.7,14.6,18.2,4.2,10,ENE,84.5,69,,,,1012.3,1020,1007.6,,14,,
3990,2019-09-23,16,10.8,19.9,0.7,3,NNW,83.9,62,,,,1014.6,1018.6,1008.1,,12.9,,.1
3991,2019-09-24,16.3,10.8,23.6,0.8,2,N,84.3,48,,,4.3,1019.5,1021.1,1017.8,,13.4,,.6
3992,2019-09-25,16.9,11,23.2,0.6,2,WSW,86.8,60,,,8.1,1022.7,1024.4,1021,,14.6,,.4
3993,2019-09-26,19.4,14.6,25.5,0.9,3,E,79.3,53,,,7.9,1024.4,1025.6,1023,,15.3,,.4
3994,2019-09-27,19.3,12.7,27.6,0.6,2,ESE,77.6,43,,,6.4,1022.6,1025.5,1020.3,,14.9,,.6
3995,2019-09-28,21.7,17.6,28.4,0.7,2,NNW,82.3,55,,,5.3,1018.3,1020.7,1015.8,,18.2,,.5
3996,2019-09-29,20.4,15.4,27.1,0.9,2,NNW,81.8,40,,,1.9,1017,1018.3,1014.8,,16.8,,.5
3997,2019-09-30,19.4,12.8,27.5,0.8,2,NNE,82.3,47,,,4.6,1017.4,1018.3,1015.4,,16,,.6
3998,2019-10-01,21,16.1,26,0.5,2,E,86.3,68,,,8.5,1018.5,1020.3,1017.4,,18.5,,0
3999,2019-10-02,20.9,20,21.7,3,8,E,91,81,,,10,1011.8,1018.2,1002.4,,19.3,,
